date,airline,flight_number,origin,destination,original_route,new_route,original_distance_km,new_distance_km,additional_distance_km,extra_fuel_cost_usd,delay_hours,reroute_severity,origin_country,destination_country,aircraft_type,passengers_affected,reason,cancelled,event_type,severity,disruption_type,severity_level,flights_affected
2026-03-02,Cargolux,CA611,Riyadh,Islamabad,,,,,,,,,Saudi Arabia,Pakistan,Airbus A321neo,385.0,Crew safety — company policy,1.0,Military,Critical,,,
2026-03-02,Cargolux,CA7121,Istanbul,Karachi,Direct Middle East overfly,Via Central Asian detour,8965.0,10213.0,1248.0,5639.21,1.0,19.119210000000002,,,,,,0.0,Military,Critical,,,
2026-03-02,Cargolux,CA7360,Sydney,Dubai,Direct Gulf route,Via Jordan–Egypt alternate,11510.0,12538.0,1028.0,3844.36,3.0,17.12436,,,,,,0.0,Military,Critical,,,
2026-03-02,Cargolux,CA9396,London,Kuwait City,,,,,,,,,UK,Kuwait,Boeing 777-300ER,350.0,Insurance restriction — war zone,1.0,Military,Critical,,,
2026-03-02,Cathay Pacific,CA224,Istanbul,Karachi,,,,,,,,,Turkey,Pakistan,Airbus A340-600,366.0,Airspace closure — NOTAM,1.0,Military,Critical,,,
2026-03-02,Cathay Pacific,CA7520,London,Singapore,,,,,,,,,UK,Singapore,Airbus A321neo,246.0,Diplomatic advisory — do not fly,1.0,Military,Critical,,,
2026-03-02,Cathay Pacific,CA9187,Kuwait City,London,,,,,,,,,Kuwait,UK,Airbus A380-800,314.0,Diplomatic advisory — do not fly,1.0,Military,Critical,,,
2026-03-02,Delta Air Lines,DE5181,Tehran,Beijing,,,,,,,,,Iran,China,Boeing 787-9 Dreamliner,445.0,Crew safety — company policy,1.0,Military,Critical,,,
2026-03-02,Delta Air Lines,DE881,Dubai,Karachi,Via Strait of Hormuz,Via Red Sea–Suez route,4214.0,5578.0,1364.0,9023.81,1.5,24.163809999999998,,,,,,0.0,Military,Critical,,,
2026-03-02,EgyptAir,EG7394,Lahore,Doha,Direct Middle East overfly,Via Central Asian detour,4050.0,5941.0,1891.0,8660.0,3.5,31.07,,,,,,0.0,Military,Critical,,,
2026-03-02,Emirates,EM4001,Paris,Doha,,,,,,,,,France,Qatar,Boeing 787-9 Dreamliner,270.0,Diplomatic advisory — do not fly,1.0,Military,Critical,,,
2026-03-02,Emirates,EM4094,Karachi,Dubai,,,,,,,,,Pakistan,UAE,Airbus A340-600,250.0,Fuel supply disruption,1.0,Military,Critical,,,
2026-03-02,Emirates SkyCargo,EM2115,Doha,London,,,,,,,,,Qatar,UK,Airbus A320neo,365.0,Security risk — conflict zone,1.0,Military,Critical,,,
2026-03-02,Emirates SkyCargo,EM4676,Abu Dhabi,London,,,,,,,,,UAE,UK,Airbus A340-600,278.0,Diplomatic advisory — do not fly,1.0,Military,Critical,,,
2026-03-02,Emirates SkyCargo,EM6045,Bahrain,London,,,,,,,,,Bahrain,UK,Boeing 777-200LR,101.0,Crew safety — company policy,1.0,Military,Critical,,,
2026-03-02,Ethiopian Airlines,ET5015,Singapore,London,,,,,,,,,Singapore,UK,Airbus A340-600,211.0,Airspace closure — NOTAM,1.0,Military,Critical,,,
2026-03-02,Ethiopian Airlines,ET7152,Dubai,Singapore,,,,,,,,,UAE,Singapore,Boeing 777-300ER,166.0,Security risk — conflict zone,1.0,Military,Critical,,,
2026-03-02,Etihad Airways,ET2929,Dubai,Delhi,,,,,,,,,UAE,India,Boeing 777-200LR,409.0,Insurance restriction — war zone,1.0,Military,Critical,,,
2026-03-02,Etihad Airways,ET4752,Tehran,Istanbul,,,,,,,,,Iran,Turkey,Airbus A340-600,447.0,Security risk — conflict zone,1.0,Military,Critical,,,
2026-03-02,FedEx Express,FE8552,Dubai,Islamabad,,,,,,,,,UAE,Pakistan,Boeing 787-10 Dreamliner,130.0,Diplomatic advisory — do not fly,1.0,Military,Critical,,,
2026-03-02,FedEx Express,FE978,Washington,Abu Dhabi,,,,,,,,,USA,UAE,Airbus A380-800,428.0,Insurance restriction — war zone,1.0,Military,Critical,,,
2026-03-02,Gulf Air,GU5565,Abu Dhabi,London,,,,,,,,,UAE,UK,Boeing 737 MAX 8,213.0,Airport closure — military activity,1.0,Military,Critical,,,
2026-03-02,Iran Air,IR1841,London,Kuwait City,,,,,,,,,UK,Kuwait,Boeing 777-200LR,411.0,Security risk — conflict zone,1.0,Military,Critical,,,
2026-03-02,Iran Air,IR4748,Istanbul,Karachi,,,,,,,,,Turkey,Pakistan,Airbus A320neo,258.0,Airport closure — military activity,1.0,Military,Critical,,,
2026-03-02,Iran Air,IR4810,London,Dubai,Direct Gulf route,Via Jordan–Egypt alternate,6821.0,7541.0,720.0,4316.71,3.7,15.21671,,,,,,0.0,Military,Critical,,,
2026-03-02,Iran Air,IR8290,Kuwait City,London,,,,,,,,,Kuwait,UK,Boeing 777-300ER,389.0,Airspace closure — NOTAM,1.0,Military,Critical,,,
2026-03-02,Jazeera Airways,JA3201,Kuwait City,London,,,,,,,,,Kuwait,UK,Boeing 777-200LR,95.0,Insurance restriction — war zone,1.0,Military,Critical,,,
2026-03-02,Jazeera Airways,JA3885,Paris,Doha,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9925.0,12620.0,2695.0,11090.29,1.9,39.94029,,,,,,0.0,Military,Critical,,,
2026-03-02,Jazeera Airways,JA5760,London,Doha,,,,,,,,,UK,Qatar,Boeing 777-200LR,111.0,Fuel supply disruption,1.0,Military,Critical,,,
2026-03-02,KLM,KL2707,New York,Dubai,,,,,,,,,USA,UAE,Airbus A321neo,337.0,Fuel supply disruption,1.0,Military,Critical,,,
2026-03-02,KLM,KL5303,Tehran,Moscow,,,,,,,,,Iran,Russia,Airbus A350-900,215.0,Airport closure — military activity,1.0,Military,Critical,,,
2026-03-02,Kuwait Airways,KU7489,Islamabad,Riyadh,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,3129.0,4537.0,1408.0,5673.57,1.2,20.95357,,,,,,0.0,Military,Critical,,,
2026-03-02,Kuwait Airways,KU8741,New York,Doha,,,,,,,,,USA,Qatar,Boeing 737-800,155.0,Diplomatic advisory — do not fly,1.0,Military,Critical,,,
2026-03-02,Lufthansa,LU1745,London,Abu Dhabi,Direct Middle East overfly,Via Central Asian detour,2878.0,4664.0,1786.0,8017.07,1.5,27.37707,,,,,,0.0,Military,Critical,,,
2026-03-02,Lufthansa,LU4165,Istanbul,Tehran,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,5048.0,7450.0,2402.0,12212.27,1.2,37.43227,,,,,,0.0,Military,Critical,,,
2026-03-02,Mahan Air,MA3640,Sydney,Abu Dhabi,,,,,,,,,Australia,UAE,Airbus A340-600,347.0,Diplomatic advisory — do not fly,1.0,Military,Critical,,,
2026-03-02,Mahan Air,MA6362,Abu Dhabi,London,Direct Middle East overfly,Via Central Asian detour,6378.0,8397.0,2019.0,10176.36,4.7,35.06636,,,,,,0.0,Military,Critical,,,
2026-03-02,Malaysia Airlines,MA7586,Beirut,Paris,,,,,,,,,Lebanon,France,Airbus A321neo,325.0,Airspace closure — NOTAM,1.0,Military,Critical,,,
2026-03-02,Oman Air,OM1298,Moscow,Tehran,,,,,,,,,Russia,Iran,Boeing 777-200LR,214.0,Airport closure — military activity,1.0,Military,Critical,,,
2026-03-02,Oman Air,OM194,Delhi,Istanbul,,,,,,,,,India,Turkey,Airbus A350-900,180.0,Airspace closure — NOTAM,1.0,Military,Critical,,,
2026-03-02,Oman Air,OM5215,Riyadh,London,,,,,,,,,Saudi Arabia,UK,Airbus A350-900,176.0,Fuel supply disruption,1.0,Military,Critical,,,
2026-03-02,Oman Air,OM6370,Paris,Beirut,Via Strait of Hormuz,Via Red Sea–Suez route,11141.0,12794.0,1653.0,8320.08,1.5,26.350080000000002,,,,,,0.0,Military,Critical,,,
2026-03-02,Oman Air,OM7244,London,Riyadh,,,,,,,,,UK,Saudi Arabia,Airbus A380-800,134.0,Airspace closure — NOTAM,1.0,Military,Critical,,,
2026-03-02,Pakistan International Airlines,PA2935,Istanbul,Dubai,,,,,,,,,Turkey,UAE,Boeing 777-300ER,186.0,Insurance restriction — war zone,1.0,Military,Critical,,,
2026-03-02,Pakistan International Airlines,PA3613,Karachi,Dubai,,,,,,,,,Pakistan,UAE,Airbus A321neo,230.0,Airport closure — military activity,1.0,Military,Critical,,,
2026-03-02,Qatar Airways,QA2254,Cairo,Riyadh,Via Persian Gulf,Via Indian Ocean southern route,2777.0,6097.0,3320.0,21557.76,4.6,59.35776,,,,,,0.0,Military,Critical,,,
2026-03-02,Qatar Airways,QA2526,London,Dubai,,,,,,,,,UK,UAE,Boeing 737-800,371.0,Airspace closure — NOTAM,1.0,Military,Critical,,,
2026-03-02,Qatar Airways,QA828,Riyadh,Islamabad,,,,,,,,,Saudi Arabia,Pakistan,Airbus A380-800,361.0,Crew safety — company policy,1.0,Military,Critical,,,
2026-03-02,Qatar Airways,QA9427,Tehran,Istanbul,Direct Tehran overfly,Via Ashgabat–Almaty route,2925.0,4309.0,1384.0,8972.97,3.2,26.01297,,,,,,0.0,Military,Critical,,,
2026-03-02,Saudi Arabian Airlines,SA1240,Doha,Lahore,,,,,,,,,Qatar,Pakistan,Airbus A330-300,378.0,Airspace closure — NOTAM,1.0,Military,Critical,,,
2026-03-02,Singapore Airlines,SI2081,New York,Dubai,,,,,,,,,USA,UAE,Boeing 737 MAX 8,345.0,Crew safety — company policy,1.0,Military,Critical,,,
2026-03-02,Singapore Airlines,SI2475,Bahrain,London,Via Baghdad FIR,Via Ankara–Baku corridor,6986.0,8397.0,1411.0,5780.8,1.0,20.8908,,,,,,0.0,Military,Critical,,,
2026-03-02,Singapore Airlines,SI3194,Abu Dhabi,Sydney,Direct Middle East overfly,Via Central Asian detour,11885.0,13299.0,1414.0,5976.55,3.3,23.41655,,,,,,0.0,Military,Critical,,,
2026-03-02,Singapore Airlines,SI855,Bahrain,London,,,,,,,,,Bahrain,UK,Airbus A380-800,147.0,Insurance restriction — war zone,1.0,Military,Critical,,,
2026-03-02,Singapore Airlines,SI9793,Sydney,Abu Dhabi,,,,,,,,,Australia,UAE,Airbus A321neo,98.0,Crew safety — company policy,1.0,Military,Critical,,,
2026-03-02,Thai Airways,TH7106,Istanbul,Delhi,Via Strait of Hormuz,Via Red Sea–Suez route,5183.0,6426.0,1243.0,6303.71,3.3,22.03371,,,,,,0.0,Military,Critical,,,
2026-03-02,Thai Airways,TH8012,Dubai,Islamabad,,,,,,,,,UAE,Pakistan,Boeing 777-200LR,235.0,Airport closure — military activity,1.0,Military,Critical,,,
2026-03-02,Turkish Airlines,TU8928,Dubai,Bahrain,Direct Middle East overfly,Via Central Asian detour,8859.0,10204.0,1345.0,8794.24,3.2,25.44424,,,,,,0.0,Military,Critical,,,
2026-03-02,United Airlines,UN1550,Dubai,Karachi,,,,,,,,,UAE,Pakistan,Boeing 787-10 Dreamliner,297.0,Government travel ban,1.0,Military,Critical,,,
2026-03-02,United Airlines,UN1822,Istanbul,Karachi,,,,,,,,,Turkey,Pakistan,Boeing 737-800,285.0,Crew safety — company policy,1.0,Military,Critical,,,
2026-03-02,flydubai,FL6513,Mumbai,Dubai,Direct Middle East overfly,Via Central Asian detour,2894.0,4466.0,1572.0,7421.9,1.7,24.841900000000003,,,,,,0.0,Military,Critical,,,
2026-03-03,Air Arabia,AI2595,Dubai,Bahrain,Direct Tehran overfly,Via Ashgabat–Almaty route,5788.0,7750.0,1962.0,11662.26,1.6,32.88226,,,,,,0.0,Military,High,,,
2026-03-03,Air Arabia,AI3704,Paris,Doha,,,,,,,,,France,Qatar,Boeing 737 MAX 8,176.0,Security risk — conflict zone,1.0,Military,High,,,
2026-03-03,Air Arabia,AI7069,Sydney,Abu Dhabi,,,,,,,,,Australia,UAE,Boeing 737 MAX 8,292.0,Security risk — conflict zone,1.0,Military,High,,,
2026-03-03,Air Arabia,AI8537,Dubai,Frankfurt,,,,,,,,,UAE,Germany,Boeing 787-10 Dreamliner,440.0,Airspace closure — NOTAM,1.0,Military,High,,,
2026-03-03,Air France,AI1862,Sydney,Abu Dhabi,Direct Gulf route,Via Jordan–Egypt alternate,11703.0,12405.0,702.0,3501.22,2.0,12.52122,,,,,,0.0,Military,High,,,
2026-03-03,Air India,AI3716,Riyadh,Cairo,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,7133.0,8612.0,1479.0,5333.07,2.6,22.72307,,,,,,0.0,Military,High,,,
2026-03-03,Air India,AI4756,Doha,Lahore,,,,,,,,,Qatar,Pakistan,Boeing 737-800,161.0,Security risk — conflict zone,1.0,Military,High,,,
2026-03-03,American Airlines,AM4876,Bahrain,Dubai,Via Baghdad FIR,Via Ankara–Baku corridor,2889.0,3782.0,893.0,5988.81,0.7,15.61881,,,,,,0.0,Military,High,,,
2026-03-03,American Airlines,AM7770,London,Bahrain,,,,,,,,,UK,Bahrain,Airbus A330-300,180.0,Airport closure — military activity,1.0,Military,High,,,
2026-03-03,British Airways,BR4935,Moscow,Tehran,,,,,,,,,Russia,Iran,Boeing 777-300ER,132.0,Crew safety — company policy,1.0,Military,High,,,
2026-03-03,British Airways,BR7617,London,Singapore,,,,,,,,,UK,Singapore,Airbus A321neo,199.0,Security risk — conflict zone,1.0,Military,High,,,
2026-03-03,Cathay Pacific,CA5873,Kuwait City,Cairo,Via Baghdad FIR,Via Ankara–Baku corridor,5512.0,6603.0,1091.0,5045.75,3.4,19.35575,,,,,,0.0,Military,High,,,
2026-03-03,Cathay Pacific,CA8513,Kuwait City,London,Via Baghdad FIR,Via Ankara–Baku corridor,5671.0,6893.0,1222.0,7680.16,1.6,21.50016,,,,,,0.0,Military,High,,,
2026-03-03,Cathay Pacific,CA8715,Los Angeles,Doha,,,,,,,,,USA,Qatar,Boeing 787-9 Dreamliner,316.0,Crew safety — company policy,1.0,Military,High,,,
2026-03-03,EgyptAir,EG6519,New York,Doha,,,,,,,,,USA,Qatar,Boeing 787-9 Dreamliner,166.0,Airport closure — military activity,1.0,Military,High,,,
2026-03-03,EgyptAir,EG7445,Moscow,Tehran,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,10007.0,12054.0,2047.0,12683.17,1.7,34.85317,,,,,,0.0,Military,High,,,
2026-03-03,Emirates,EM1533,Doha,Los Angeles,,,,,,,,,Qatar,USA,Boeing 787-10 Dreamliner,297.0,Insurance restriction — war zone,1.0,Military,High,,,
2026-03-03,Emirates SkyCargo,EM460,Abu Dhabi,Washington,Direct Middle East overfly,Via Central Asian detour,2803.0,3747.0,944.0,5451.59,1.8,16.69159,,,,,,0.0,Military,High,,,
2026-03-03,Emirates SkyCargo,EM7384,Beijing,Tehran,,,,,,,,,China,Iran,Boeing 777-200LR,285.0,Airspace closure — NOTAM,1.0,Military,High,,,
2026-03-03,Emirates SkyCargo,EM8329,London,Singapore,Direct Middle East overfly,Via Central Asian detour,8568.0,11045.0,2477.0,10084.49,3.8,38.65449,,,,,,0.0,Military,High,,,
2026-03-03,Ethiopian Airlines,ET2560,Doha,London,,,,,,,,,Qatar,UK,Boeing 787-9 Dreamliner,282.0,Government travel ban,1.0,Military,High,,,
2026-03-03,Ethiopian Airlines,ET4217,Dubai,Sydney,,,,,,,,,UAE,Australia,Airbus A350-900,302.0,Crew safety — company policy,1.0,Military,High,,,
2026-03-03,Etihad Airways,ET192,Delhi,Istanbul,Via Baghdad FIR,Via Ankara–Baku corridor,7097.0,7794.0,697.0,3640.87,4.0,14.610869999999998,,,,,,0.0,Military,High,,,
2026-03-03,Etihad Airways,ET5496,Moscow,Tehran,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4696.0,6789.0,2093.0,9507.83,4.2,34.63783,,,,,,0.0,Military,High,,,
2026-03-03,FedEx Express,FE1857,Mumbai,Dubai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,4793.0,6516.0,1723.0,10453.87,1.6,29.28387,,,,,,0.0,Military,High,,,
2026-03-03,FedEx Express,FE2412,Los Angeles,Doha,,,,,,,,,USA,Qatar,Boeing 787-9 Dreamliner,290.0,Insurance restriction — war zone,1.0,Military,High,,,
2026-03-03,FedEx Express,FE892,Dubai,Karachi,Via Persian Gulf,Via Indian Ocean southern route,11368.0,13336.0,1968.0,7571.73,3.1,30.35173,,,,,,0.0,Military,High,,,
2026-03-03,Gulf Air,GU3216,Dubai,London,,,,,,,,,UAE,UK,Airbus A330-300,317.0,Government travel ban,1.0,Military,High,,,
2026-03-03,Gulf Air,GU3274,Doha,Paris,,,,,,,,,Qatar,France,Airbus A340-600,288.0,Security risk — conflict zone,1.0,Military,High,,,
2026-03-03,Gulf Air,GU3667,Riyadh,London,Direct Middle East overfly,Via Central Asian detour,2600.0,4459.0,1859.0,11243.46,1.6,31.43346,,,,,,0.0,Military,High,,,
2026-03-03,IndiGo,IN4248,London,Abu Dhabi,,,,,,,,,UK,UAE,Airbus A321neo,195.0,Crew safety — company policy,1.0,Military,High,,,
2026-03-03,IndiGo,IN4892,Dubai,Paris,,,,,,,,,UAE,France,Boeing 787-10 Dreamliner,227.0,Airspace closure — NOTAM,1.0,Military,High,,,
2026-03-03,Iran Air,IR3258,Istanbul,Tehran,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,8786.0,11089.0,2303.0,15893.7,0.6,39.523700000000005,,,,,,0.0,Military,High,,,
2026-03-03,Jazeera Airways,JA1881,Dubai,Bahrain,,,,,,,,,UAE,Bahrain,Airbus A320neo,161.0,Airspace closure — NOTAM,1.0,Military,High,,,
2026-03-03,Jazeera Airways,JA2844,Dubai,Sydney,,,,,,,,,UAE,Australia,Boeing 737 MAX 8,226.0,Airspace closure — NOTAM,1.0,Military,High,,,
2026-03-03,Jazeera Airways,JA2903,Singapore,Dubai,,,,,,,,,Singapore,UAE,Airbus A320neo,277.0,Government travel ban,1.0,Military,High,,,
2026-03-03,Jazeera Airways,JA3878,Dubai,Mumbai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,11679.0,14443.0,2764.0,18945.98,2.5,49.08598,,,,,,0.0,Military,High,,,
2026-03-03,KLM,KL3077,Lahore,Doha,Via Strait of Hormuz,Via Red Sea–Suez route,6981.0,8560.0,1579.0,9709.5,4.2,29.6995,,,,,,0.0,Military,High,,,
2026-03-03,Kuwait Airways,KU3968,Cairo,Dubai,Direct Tehran overfly,Via Ashgabat–Almaty route,7849.0,9304.0,1455.0,7243.42,3.9,25.69342,,,,,,0.0,Military,High,,,
2026-03-03,Kuwait Airways,KU7073,Dubai,Cairo,Direct Gulf route,Via Jordan–Egypt alternate,6315.0,7392.0,1077.0,5932.21,2.2,18.90221,,,,,,0.0,Military,High,,,
2026-03-03,Lufthansa,LU542,Dubai,Amman,Direct Gulf route,Via Jordan–Egypt alternate,10390.0,11002.0,612.0,2519.82,3.7,12.33982,,,,,,0.0,Military,High,,,
2026-03-03,Mahan Air,MA5695,Islamabad,Dubai,,,,,,,,,Pakistan,UAE,Boeing 737 MAX 8,356.0,Government travel ban,1.0,Military,High,,,
2026-03-03,Mahan Air,MA9638,Tehran,Beijing,,,,,,,,,Iran,China,Airbus A321neo,225.0,Airspace closure — NOTAM,1.0,Military,High,,,
2026-03-03,Malaysia Airlines,MA1516,Kuwait City,Cairo,,,,,,,,,Kuwait,Egypt,Boeing 777-200LR,332.0,Security risk — conflict zone,1.0,Military,High,,,
2026-03-03,Malaysia Airlines,MA254,Kuwait City,Cairo,,,,,,,,,Kuwait,Egypt,Airbus A321neo,411.0,Fuel supply disruption,1.0,Military,High,,,
2026-03-03,Malaysia Airlines,MA3645,Kuwait City,Mumbai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4662.0,5741.0,1079.0,3777.98,2.7,17.26798,,,,,,0.0,Military,High,,,
2026-03-03,Malaysia Airlines,MA7712,Mumbai,Doha,,,,,,,,,India,Qatar,Boeing 787-9 Dreamliner,85.0,Diplomatic advisory — do not fly,1.0,Military,High,,,
2026-03-03,Oman Air,OM479,Tehran,Istanbul,,,,,,,,,Iran,Turkey,Boeing 787-10 Dreamliner,286.0,Fuel supply disruption,1.0,Military,High,,,
2026-03-03,Oman Air,OM7814,Tehran,Moscow,,,,,,,,,Iran,Russia,Airbus A330-300,130.0,Insurance restriction — war zone,1.0,Military,High,,,
2026-03-03,Oman Air,OM9641,Dubai,Frankfurt,,,,,,,,,UAE,Germany,Boeing 737-800,373.0,Airspace closure — NOTAM,1.0,Military,High,,,
2026-03-03,Oman Air,OM9955,Mumbai,Kuwait City,,,,,,,,,India,Kuwait,Airbus A320neo,410.0,Diplomatic advisory — do not fly,1.0,Military,High,,,
2026-03-03,Pakistan International Airlines,PA1793,Doha,Paris,,,,,,,,,Qatar,France,Airbus A350-900,237.0,Security risk — conflict zone,1.0,Military,High,,,
2026-03-03,Pakistan International Airlines,PA2450,Mumbai,Kuwait City,,,,,,,,,India,Kuwait,Boeing 737 MAX 8,143.0,Airport closure — military activity,1.0,Military,High,,,
2026-03-03,Pakistan International Airlines,PA5021,Dubai,Sydney,,,,,,,,,UAE,Australia,Boeing 777-300ER,403.0,Fuel supply disruption,1.0,Military,High,,,
2026-03-03,Pakistan International Airlines,PA550,Doha,Los Angeles,,,,,,,,,Qatar,USA,Boeing 787-10 Dreamliner,145.0,Government travel ban,1.0,Military,High,,,
2026-03-03,Pakistan International Airlines,PA6095,Mumbai,Kuwait City,,,,,,,,,India,Kuwait,Boeing 787-9 Dreamliner,293.0,Government travel ban,1.0,Military,High,,,
2026-03-03,Pakistan International Airlines,PA7751,Islamabad,Riyadh,,,,,,,,,Pakistan,Saudi Arabia,Airbus A330-300,219.0,Diplomatic advisory — do not fly,1.0,Military,High,,,
2026-03-03,Pakistan International Airlines,PA776,Moscow,Tehran,Via Persian Gulf,Via Indian Ocean southern route,8899.0,10984.0,2085.0,9042.73,2.1,31.99273,,,,,,0.0,Military,High,,,
2026-03-03,Pakistan International Airlines,PA9118,London,Muscat,,,,,,,,,UK,Oman,Airbus A330-300,325.0,Security risk — conflict zone,1.0,Military,High,,,
2026-03-03,Qatar Airways,QA1328,London,Singapore,,,,,,,,,UK,Singapore,Airbus A321neo,324.0,Security risk — conflict zone,1.0,Military,High,,,
2026-03-03,Saudi Arabian Airlines,SA7576,Kuwait City,London,,,,,,,,,Kuwait,UK,Airbus A320neo,96.0,Government travel ban,1.0,Military,High,,,
2026-03-03,Singapore Airlines,SI2158,Abu Dhabi,London,Via Baghdad FIR,Via Ankara–Baku corridor,3736.0,4868.0,1132.0,7649.11,1.4,20.36911,,,,,,0.0,Military,High,,,
2026-03-03,Singapore Airlines,SI6952,New York,Doha,,,,,,,,,USA,Qatar,Airbus A340-600,356.0,Diplomatic advisory — do not fly,1.0,Military,High,,,
2026-03-03,Thai Airways,TH6183,Bahrain,Dubai,Via Strait of Hormuz,Via Red Sea–Suez route,4012.0,5736.0,1724.0,11267.45,3.1,31.607450000000004,,,,,,0.0,Military,High,,,
2026-03-03,United Airlines,UN1887,Doha,Paris,Direct Middle East overfly,Via Central Asian detour,10185.0,12536.0,2351.0,15311.6,3.7,42.5216,,,,,,0.0,Military,High,,,
2026-03-03,flydubai,FL2328,Dubai,Frankfurt,,,,,,,,,UAE,Germany,Boeing 777-200LR,163.0,Crew safety — company policy,1.0,Military,High,,,
2026-03-03,flydubai,FL3145,London,Singapore,Via Strait of Hormuz,Via Red Sea–Suez route,4402.0,5061.0,659.0,3082.22,1.1,10.772219999999999,,,,,,0.0,Military,High,,,
2026-03-03,flydubai,FL661,Doha,Lahore,,,,,,,,,Qatar,Pakistan,Boeing 777-300ER,430.0,Insurance restriction — war zone,1.0,Military,High,,,
2026-03-04,Air Arabia,AI1626,New York,Doha,Via Baghdad FIR,Via Ankara–Baku corridor,3996.0,4698.0,702.0,4824.62,4.3,16.14462,,,,,,0.0,Energy,Critical,,,
2026-03-04,Air Arabia,AI3366,Cairo,Riyadh,,,,,,,,,Egypt,Saudi Arabia,Boeing 737 MAX 8,252.0,Diplomatic advisory — do not fly,1.0,Energy,Critical,,,
2026-03-04,Air Arabia,AI4664,Dubai,Karachi,,,,,,,,,UAE,Pakistan,Airbus A320neo,282.0,Government travel ban,1.0,Energy,Critical,,,
2026-03-04,Air Arabia,AI8202,Cairo,Riyadh,,,,,,,,,Egypt,Saudi Arabia,Airbus A350-900,270.0,Insurance restriction — war zone,1.0,Energy,Critical,,,
2026-03-04,Air France,AI579,Abu Dhabi,Washington,,,,,,,,,UAE,USA,Airbus A330-300,323.0,Airspace closure — NOTAM,1.0,Energy,Critical,,,
2026-03-04,Air India,AI5735,New York,Doha,,,,,,,,,USA,Qatar,Boeing 737-800,300.0,Insurance restriction — war zone,1.0,Energy,Critical,,,
2026-03-04,Air India,AI9998,Beijing,Tehran,,,,,,,,,China,Iran,Boeing 787-10 Dreamliner,281.0,Fuel supply disruption,1.0,Energy,Critical,,,
2026-03-04,American Airlines,AM2998,Dubai,Paris,Via Persian Gulf,Via Indian Ocean southern route,8324.0,10972.0,2648.0,13032.34,2.6,42.11234,,,,,,0.0,Energy,Critical,,,
2026-03-04,American Airlines,AM4135,London,Kuwait City,,,,,,,,,UK,Kuwait,Airbus A330-300,266.0,Insurance restriction — war zone,1.0,Energy,Critical,,,
2026-03-04,American Airlines,AM6182,Paris,Doha,Via Strait of Hormuz,Via Red Sea–Suez route,9438.0,10266.0,828.0,3236.79,1.5,13.01679,,,,,,0.0,Energy,Critical,,,
2026-03-04,British Airways,BR2992,Singapore,Dubai,,,,,,,,,Singapore,UAE,Boeing 777-300ER,442.0,Government travel ban,1.0,Energy,Critical,,,
2026-03-04,British Airways,BR5482,Riyadh,Cairo,,,,,,,,,Saudi Arabia,Egypt,Boeing 787-9 Dreamliner,99.0,Airspace closure — NOTAM,1.0,Energy,Critical,,,
2026-03-04,British Airways,BR6708,Tehran,Istanbul,,,,,,,,,Iran,Turkey,Airbus A350-900,434.0,Government travel ban,1.0,Energy,Critical,,,
2026-03-04,Cargolux,CA1178,Istanbul,Karachi,,,,,,,,,Turkey,Pakistan,Airbus A350-900,271.0,Insurance restriction — war zone,1.0,Energy,Critical,,,
2026-03-04,Cargolux,CA3217,Dubai,Mumbai,,,,,,,,,UAE,India,Airbus A350-900,331.0,Airspace closure — NOTAM,1.0,Energy,Critical,,,
2026-03-04,Cathay Pacific,CA1762,Dubai,Frankfurt,,,,,,,,,UAE,Germany,Boeing 787-9 Dreamliner,191.0,Diplomatic advisory — do not fly,1.0,Energy,Critical,,,
2026-03-04,Cathay Pacific,CA6797,Paris,Dubai,Direct Gulf route,Via Jordan–Egypt alternate,7897.0,8435.0,538.0,2761.92,0.7,8.84192,,,,,,0.0,Energy,Critical,,,
2026-03-04,Cathay Pacific,CA9852,Dubai,New York,,,,,,,,,UAE,USA,Airbus A380-800,399.0,Airport closure — military activity,1.0,Energy,Critical,,,
2026-03-04,DHL Aviation,DH5227,Dubai,Karachi,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3100.0,5003.0,1903.0,9912.22,0.6,29.54222,,,,,,0.0,Energy,Critical,,,
2026-03-04,Delta Air Lines,DE1619,Sydney,Abu Dhabi,,,,,,,,,Australia,UAE,Boeing 787-9 Dreamliner,331.0,Fuel supply disruption,1.0,Energy,Critical,,,
2026-03-04,Delta Air Lines,DE2172,Sydney,Dubai,,,,,,,,,Australia,UAE,Boeing 737 MAX 8,188.0,Airport closure — military activity,1.0,Energy,Critical,,,
2026-03-04,EgyptAir,EG2601,Cairo,Dubai,Direct Gulf route,Via Jordan–Egypt alternate,6057.0,6567.0,510.0,3537.01,2.3,10.93701,,,,,,0.0,Energy,Critical,,,
2026-03-04,Emirates,EM2518,Tehran,Moscow,Direct Gulf route,Via Jordan–Egypt alternate,7215.0,8016.0,801.0,5088.5,3.4,16.4985,,,,,,0.0,Energy,Critical,,,
